label,review,split
1,horrible management,train
1,great company,train
1,senior support escalation engineer,train
0,great benefit terrible pay rate,train
0,done,train
1,culture changed,train
1,challenging friendly overall rewarding,train
0,pocket excellence otherwise mediocre company,train
1,great,train
0,good stability,train
1,quality manager,train
1,review,train
0,horrible place work,train
0,solution specialist,train
1,great place work,train
1,great perk company big bureaucratic,train
1,survey,train
0,quit job go work,train
0,thought 3 year,train
0,good,train
0,langweilig und ungerecht,train
1,apple specialist experience,train
0,feel like circling drain,train
1,great company work everyday retail job,train
0,networking key,train
1,fine,train
0,best alright side job,train
1,business csa,train
1,great company,train
1,great company work cool technology,train
0,overworked management,train
1,live life fullest,train
0,brutal weak must thick skin make 1 year without injury illness robot,train
0,minority welcome,train
1,software engineer,train
1,good part time income,train
0,ceo listen employee,train
0,good,train
0,icqa,train
0,awful company,train
0,operation manager,train
1,work hard fun make history,train
1,design associate,train
0,customer service,train
1,fast growth,train
0,expected,train
0,work life balance,train
1,local leadership team need work closely,train
1,application developer test,train
0,learned lot advancement slow,train
1,developer,train
0,amazon joke work,train
1,rewarding challenge,train
0,associate,train
0,always wanted work church religious enough apple retail alley,train
1,intern,train
1,vendor return,train
1,standard corporation,train
0,amazon fulfillment,train
0,great company first awhile little lifework balance,train
1,great job experience,train
1,investigation specialist,train
0,sorter,train
0,number deal annual reorg long term strategy,train
0,used great,train
0,overrated,train
1,great,train
0,alot improvement,train
0,genius,train
1,business specialist,train
1,transport planner,train
0,inbound stew,train
0,fledgling retail endeavor still numerous area opportunity,train
1,good job,train
0,compliance manager,train
0,either like,train
0,amazon,train
0,worst internship ever,train
0,lousy coworkers,train
1,senior financial analyst,train
1,happy work amz,train
0,picker,train
1,awesome place work,train
1,great people difficult culture,train
0,15 yr nontech role amazon,train
0,losing uniqueness,train
1,great experience,train
1,senior program manager,train
0,transaction risk investigator,train
1,great company,train
0,screwing new employee,train
0,little protection production assistant,train
0,worst job ever,train
1,google ibm,train
0,kiva robot,train
0,expert,train
1,amazing place prefer running walkingstanding,train
0,apple inc,train
0,msft longer fun company,train
0,fulfilment centre unless like slavery,train
0,prime fulfillment associate thing best,train
0,terrible place work,train
1,good company,train
1,support engineer,train
1,great company issue,train
1,great company work r life nothing career married menwomen beware,train
1,specialist,train
1,ok,train
1,best place work good environment,train
0,steer clear,train
0,user experience design intern,train
1,amazing,train
0,microsoft,train
1,amazing grow experience,train
1,good company work,train
1,pampered,train
0,declining,train
1,ok,train
0,work home csa,train
1,associate,train
1,data center technician,train
1,smart type personality leading technology,train
1,great company work,train
0,nice company,train
0,worse place work,train
0,toxic work environment,train
1,best employer earth,train
0,nice,train
0,much potential yet disappointing,train
1,amazon suck,train
1,technical specialist,train
1,social life,train
1,expect,train
1,facebook great company work,train
0,microsoft,train
1,great single people,train
0,stay away bing ad group,train
0,cog wheel,train
1,mixed feeling,train
1,full time swe,train
0,amazon good company contracting company delivery awful,train
1,mba recruiting,train
1,always satisfied,train
0,apple creates world,train
0,bad management,train
1,tough learning environment,train
1,best place work,train
1,okay job,train
1,lack focus,train
1,good place work,train
0,process analyst,train
0,everyone,train
0,sale manager,train
1,great place work,train
1,software development manager,train
0,picker,train
1,place opportunity,train
0,picker example modern slavery,train
0,place life,train
1,meh,train
1,great place opportunity,train
1,great pay average benefit brilliant people outdated tool culture,train
0,want make career prepared move three four time,train
1,like,train
0,customer success,train
0,horrendous work culture,train
1,apple mac genius,train
0,validation lack quality,train
1,apple,train
0,waste time,train
1,work hard fun make history,train
0,politics undermines fair evaluation work,train
0,worst company,train
0,amazon,train
1,awesome job emergency personnel,train
1,great place work,train
1,area manager,train
1,great people,train
0,shipping associate,train
0,good company opportunity crippling culture cut throat performance system,train
0,okay,train
0,favoritism job seemed like dream come true instead meat grinder appeared,train
0,picker,train
1,fulfillment associate,train
0,great place work wiring,train
0,hr administrator,train
1,technology solution professional,train
1,worked 2 month,train
1,okay,train
1,great company,train
0,warehouse associate full time,train
0,customercentric expense employeecentric,train
0,time politicking le time actually job,train
1,great first job,train
1,ok,train
0,low paid,train
1,specialist,train
1,transaction risk investigator,train
1,software development engineer,train
1,amazing growth opportunity need management overhaul,train
0,architect manager,train
0,software design engineer ii,train
1,hr advisor,train
0,tough place work prepare sell soul,train
0,part time seasonal sortation associate,train
0,good want learn good want retire,train
0,bother,train
0,apple store,train
1,brings better smarter everydday,train
1,keaira pennie,train
1,program manager,train
0,good place young,train
1,rewarding experience microsoft,train
0,past prime,train
1,service advisor,train
1,great retail experience,train
0,critical operation manager,train
0,anything brag,train
0,popularity contest anyone,train
0,site reliability engineer,train
1,assistent,train
0,avoid like plague window group microsoft idc worst place,train
1,reliability engineer,train
1,okay job scanner sort center,train
0,amazon good working surrounding environment good,train
